x,y,z
5.0,0.0,0.0
4.909643486313533,0.9462562218020509,-0.09090909090909091
4.641839665080363,1.8583122783016375,-0.18181818181818182
4.206267664155906,2.703204087277988,-0.2727272727272727
3.618670190525351,3.4503950574105597,-0.36363636363636365
2.9002845478559913,4.072879760251678,-0.4545454545454546
2.0770750650094323,4.548159976772592,-0.5454545454545454
1.1787946775471365,4.859057841617708,-0.6363636363636364
0.23790957911871202,4.99433669591504,-0.7272727272727273
-0.7115741913664251,4.949107209404664,-0.8181818181818182
-1.6353398165871071,4.725004093573343,-0.9090909090909092
-2.499999999999999,4.330127018922194,-1.0
-3.274303669726425,3.7787478717712912,-1.0909090909090908
-3.9302654737139364,3.0907949311030274,-1.1818181818181819
-4.444177243274617,2.2911326086370525,-1.2727272727272727
-4.7974648680724865,1.4086627842071504,-1.3636363636363638
-4.977359612865423,0.4752802165209144,-1.4545454545454546
-4.977359612865423,-0.4752802165209131,-1.5454545454545454
-4.797464868072487,-1.4086627842071469,-1.6363636363636365
-4.444177243274617,-2.2911326086370516,-1.7272727272727273
-3.9302654737139386,-3.0907949311030247,-1.8181818181818183
-3.274303669726426,-3.778747871771291,-1.9090909090909092
-2.500000000000002,-4.330127018922193,-2.0
-1.6353398165871094,-4.725004093573341,-2.090909090909091
-0.7115741913664262,-4.949107209404663,-2.1818181818181817
0.2379095791187119,-4.99433669591504,-2.272727272727273
1.178794677547133,-4.85905784161771,-2.3636363636363638
2.07707506500943,-4.548159976772593,-2.4545454545454546
2.9002845478559895,-4.072879760251679,-2.5454545454545454
3.6186701905253504,-3.45039505741056,-2.6363636363636362
4.206267664155904,-2.703204087277991,-2.7272727272727275
4.6418396650803615,-1.8583122783016404,-2.8181818181818183
4.9096434863135325,-0.9462562218020532,-2.909090909090909
5.0,-1.2246467991473533e-15,-3.0
4.909643486313533,0.9462562218020507,-3.090909090909091
4.641839665080364,1.858312278301634,-3.181818181818182
4.206267664155908,2.7032040872779857,-3.272727272727273
3.618670190525352,3.4503950574105584,-3.3636363636363638
2.9002845478559918,4.072879760251678,-3.4545454545454546
2.0770750650094363,4.54815997677259,-3.5454545454545454
1.1787946775471396,4.859057841617708,-3.6363636363636367
0.23790957911871435,4.99433669591504,-3.7272727272727275
-0.7115741913664237,4.949107209404664,-3.8181818181818183
-1.6353398165871071,4.725004093573343,-3.909090909090909
-2.499999999999996,4.330127018922195,-4.0
-3.274303669726426,3.778747871771291,-4.090909090909091
-3.930265473713936,3.0907949311030283,-4.181818181818182
-4.4441772432746145,2.2911326086370574,-4.2727272727272725
-4.7974648680724865,1.4086627842071495,-4.363636363636363
-4.977359612865422,0.4752802165209178,-4.454545454545455
-4.977359612865423,-0.4752802165209141,-4.545454545454546
-4.797464868072488,-1.408662784207146,-4.636363636363637
-4.44417724327462,-2.2911326086370467,-4.7272727272727275
-3.930265473713938,-3.090794931103025,-4.818181818181818
-3.2743036697264287,-3.7787478717712886,-4.909090909090909
-2.5000000000000067,-4.330127018922189,-5.0
-1.6353398165871105,-4.725004093573341,-5.090909090909091
-0.7115741913664319,-4.949107209404663,-5.181818181818182
0.2379095791187107,-4.99433669591504,-5.2727272727272725
1.178794677547132,-4.85905784161771,-5.363636363636364
2.077075065009425,-4.548159976772595,-5.454545454545455
2.900284547855989,-4.072879760251681,-5.545454545454546
3.6186701905253464,-3.450395057410564,-5.636363636363637
4.206267664155906,-2.7032040872779883,-5.7272727272727275
4.6418396650803615,-1.8583122783016415,-5.818181818181818
4.909643486313532,-0.9462562218020587,-5.909090909090909
5.0,-2.4492935982947065e-15,-6.0
4.909643486313534,0.9462562218020452,-6.090909090909091
4.641839665080363,1.858312278301637,-6.181818181818182
4.2062676641559085,2.7032040872779843,-6.2727272727272725
3.618670190525356,3.450395057410555,-6.363636363636364
2.900284547855993,4.072879760251677,-6.454545454545455
2.0770750650094376,4.548159976772589,-6.545454545454546
1.1787946775471367,4.859057841617708,-6.636363636363637
0.23790957911871558,4.99433669591504,-6.7272727272727275
-0.7115741913664181,4.949107209404665,-6.818181818181818
-1.635339816587106,4.725004093573343,-6.909090909090909
-2.499999999999995,4.330127018922196,-7.0
-3.274303669726418,3.7787478717712975,-7.090909090909091
-3.9302654737139346,3.090794931103029,-7.181818181818182
-4.4441772432746145,2.2911326086370587,-7.272727272727273
-4.7974648680724865,1.4086627842071506,-7.363636363636364
-4.977359612865422,0.47528021652091906,-7.454545454545455
-4.977359612865424,-0.4752802165209041,-7.545454545454546
-4.797464868072488,-1.4086627842071446,-7.636363636363637
-4.444177243274621,-2.2911326086370454,-7.7272727272727275
-3.9302654737139386,-3.0907949311030243,-7.818181818181818
-3.274303669726436,-3.778747871771282,-7.909090909090909
-2.500000000000008,-4.330127018922188,-8.0
-1.6353398165871118,-4.725004093573341,-8.090909090909092
-0.7115741913664242,-4.949107209404664,-8.181818181818182
0.2379095791187006,-4.99433669591504,-8.272727272727273
1.1787946775471307,-4.85905784161771,-8.363636363636363
2.077075065009432,-4.548159976772592,-8.454545454545455
2.9002845478559807,-4.072879760251686,-8.545454545454545
3.618670190525346,-3.450395057410565,-8.636363636363637
4.206267664155905,-2.7032040872779897,-8.727272727272727
4.641839665080358,-1.8583122783016508,-8.818181818181818
4.909643486313532,-0.9462562218020598,-8.90909090909091
5.0,-3.673940397442059e-15,-9.0
